0.737742227273,-0.726972886364,0.0779090909091,205.0352,205.0352,205.0352,1.21604647274
-0.735340022727,-0.736111522727,0.0779090909091,220.8361,220.8361,220.8361,1.21604679357
-0.737742227273,0.726973295455,0.0779090909091,219.66,219.66,219.66,1.2160462839
0.735340113636,0.736111704545,0.0779090909091,205.7108,205.7108,205.7108,1.21604615191
-1.29825,-0.848575,0.087,225.45,225.45,225.45,0.1517766
-1.331,0.93535,0.087,224.4518,224.4518,224.4518,0.1517766
1.29825,0.848575,0.087,205.4091,205.4091,205.4091,0.1517766
1.29825,-0.9305625,0.087,194.4206,194.4206,194.4206,0.3035532
-1.29825,-1.01255,0.087,359.6896,359.6896,359.6896,0.1517766
-1.331,0.93535,0.087,354.39,354.39,354.39,0.1517766
1.29825,1.01255,0.087,199.9734,199.9734,199.9734,0.1517766
0.540625916667,-0.505169145833,0.0126666666667,293.1605,293.1605,293.1605,0.0527416621656
-0.505169145833,-0.540625604167,0.0126666666667,292.363,292.363,292.363,0.0527416226048
-0.540625604167,0.505169333333,0.0126666666667,290.7984,290.7984,290.7984,0.0527416621656
0.505169333333,0.540625916667,0.0126666666667,289.6788,289.6788,289.6788,0.0527417017264
0.6295175,-0.42063,0.0805,171.176,171.176,171.176,0.13421818293
-0.147705666667,-0.742566,0.0805,172.161,172.161,172.161,0.134218223026
-0.72271725,-0.2993595,0.0805,169.919,169.919,169.919,0.0894787850428
-0.629517166667,0.420630166667,0.0805,170.903,170.903,170.903,0.134218210437
0.147705666667,0.7425665,0.0805,172.841,172.841,172.841,0.134218246346
0.72271775,0.2993595,0.0805,169.918,169.918,169.918,0.0894788358703
0.526850625,-0.526850375,0.0565,206.0467,206.0467,206.0467,0.0798168674898
-0.526850375,-0.526850375,0.0565,213.8683,213.8683,213.8683,0.079816843689
-0.526850375,0.526850625,0.0565,213.1656,213.1656,213.1656,0.0798168674898
0.526850625,0.526850625,0.0565,205.8041,205.8041,205.8041,0.0798168912906
0.46367475,-0.328138833333,0.151,149.563,149.563,149.563,0.379613471185
-0.1686195,-0.4089926875,0.151,148.813,148.813,148.813,0.35032659478
-0.361358625,-0.14967975,0.151,151.163,151.163,151.163,0.25307553205
-0.40724975,0.376157833333,0.151,150.054,150.054,150.054,0.379613471185
0.125720166667,0.553953,0.151,146.96,146.96,146.96,0.379613699995
0.361358875,0.14967975,0.151,150.356,150.356,150.356,0.253075819565
0.5865,-1.245,0.82,285.9047,285.9047,285.9047,0.01754
-0.5865,-1.245,0.82,288.3485,288.3485,288.3485,0.01754
-0.5865,1.245,0.82,285.4764,285.4764,285.4764,0.01754
0.5865,1.245,0.82,279.81399,279.81399,279.81399,0.01754
-1.045,-0.612525,0.82,292.6764,292.6764,292.6764,0.024499
-1.045,0.612475,0.82,290.9973,290.9973,290.9973,0.024501
1.045,-0.612525,0.82,287.4304,287.4304,287.4304,0.024499
1.045,0.612475,0.82,282.80978,282.80978,282.80978,0.024501
1.19,-1.225,0.3,292.6585,292.6585,292.6585,0.0068
1.19,-1.225,0.64,292.2657,292.2657,292.2657,0.0068
-1.19,-1.225,0.3,291.6362,291.6362,291.6362,0.0068
-1.19,-1.225,0.64,291.1014,291.1014,291.1014,0.0068
0.83515,-1.225,0.1495,292.9403,292.9403,292.9403,0.0268983
0.0407,-1.225,0.28275,295.7524,295.7524,295.7524,0.00723198
0.0407,-1.225,0.6795,292.676,292.676,292.676,0.00619884
0.1338,-1.225,0.7699,290.1099,290.1099,290.1099,0.01430352
1.08005,-1.225,0.7699,287.2762,287.2762,287.2762,0.01203398
0.601775,-1.225,0.22535,291.8666,291.8666,291.8666,0.07436758
0.6232,-1.225,0.3075,293.0869,293.0869,293.0869,0.105792
1.09995,-1.225,0.38,294.3129,294.3129,294.3129,0.008005
0.6727,-1.225,0.36245,294.342,294.342,294.342,0.01034656
0.19595,-1.225,0.38,296.3672,296.3672,296.3672,0.012955
1.09995,-1.225,0.4275,296.3464,296.3464,296.3464,0.0072045
0.6727,-1.225,0.44085,297.7787,297.7787,297.7787,0.01270752
0.19595,-1.225,0.4275,298.05,298.05,298.05,0.0116595
0.6232,-1.225,0.475,298.5941,298.5941,298.5941,0.05568
1.09995,-1.225,0.5225,297.5054,297.5054,297.5054,0.0072045
0.6944,-1.225,0.50705,298.2289,298.2289,298.2289,0.0091791
